R (a.u.),Phase (deg),Uncorrected phase (deg),Noise (a.u.),X (a.u.),Y (a.u.),Sin Harmonic n,Sin Harmonic n+1,Sin Harmonic n+2,Cos Harmonic n,Cos Harmonic n+1,Cos Harmonic n+2,Higher harmonic number n
1508.29325,-12.06936,-0.21065,469.10606,-1474.95385,315.37226,-44.32081,-396.19215,-68.03488,-80.29079,281.42330,-51.06694,2
1571.24686,-12.07337,-0.21072,472.71580,-1536.49043,328.65464,-46.21870,-412.65087,-70.95702,-83.74693,293.25543,-53.26299,2
1627.77198,-12.07451,-0.21074,472.19346,-1591.75984,340.50288,-47.91346,-427.46702,-73.56573,-86.84557,303.81145,-55.23734,2
1678.34727,-12.08082,-0.21085,468.03353,-1641.17866,351.25799,-49.44392,-440.62679,-75.91307,-89.59387,313.37323,-56.95927,2
1723.45836,-12.09457,-0.21109,460.72640,-1685.20264,361.11044,-50.84386,-452.20730,-78.05218,-92.04422,322.10397,-58.45726,2
1763.58757,-12.10545,-0.21128,450.75567,-1724.37015,369.84956,-52.06315,-462.52212,-79.90810,-94.16243,329.84837,-59.74327,2
1799.1997,-12.1066,-0.21130,438.58755,-1759.1834,377.35037,-53.08864,-471.82764,-81.46890,-95.98777,336.52103,-60.87786,2
1830.73201,-12.10373,-0.21125,424.65147,-1790.03313,383.87641,-53.97219,-480.13758,-82.81591,-97.58800,342.34137,-61.88854,2
1858.59389,-12.10259,-0.21123,409.33575,-1817.28449,389.6772,-54.76558,-487.46406,-84.02933,-99.02520,347.51597,-62.79625,2
1883.16443,-12.10431,-0.21126,392.98548,-1841.29834,394.87807,-55.47629,-493.87512,-85.11448,-100.29181,352.14802,-63.58354,2
1904.79854,-12.10201,-0.21122,375.91128,-1862.46606,399.34651,-56.07822,-499.58877,-86.03515,-101.39216,356.14172,-64.28382,2
1923.82113,-12.09972,-0.21118,358.38614,-1881.08281,403.25577,-56.61853,-504.63956,-86.86937,-102.38701,359.64701,-64.92428,2
1940.51643,-12.09571,-0.21111,340.64476,-1897.43348,406.63277,-57.09404,-509.10456,-87.60750,-103.28247,362.67997,-65.51255,2
1955.15004,-12.08998,-0.21101,322.88892,-1911.78582,409.49558,-57.49627,-513.07780,-88.23540,-104.07055,365.26291,-66.04808,2
1967.95982,-12.09227,-0.21105,305.28311,-1924.29442,412.25822,-57.87838,-516.41100,-88.82479,-104.74742,367.73309,-66.47053,2
1979.15878,-12.10488,-0.21127,287.96175,-1935.15349,415.03067,-58.24951,-519.11995,-89.38639,-105.31159,370.18143,-66.76839,2
1988.93623,-12.11061,-0.21137,271.03953,-1944.67063,417.28107,-58.55802,-521.57859,-89.85746,-105.82119,372.17876,-67.06410,2
1997.46271,-12.10774,-0.21132,254.61354,-1953.02821,418.9727,-58.80311,-523.87322,-90.23955,-106.29672,373.69759,-67.38330,2
2004.89649,-12.10431,-0.21126,238.75516,-1960.32071,420.4196,-59.00945,-525.89597,-90.56166,-106.70014,375.00331,-67.65720,2
2011.37201,-12.10259,-0.21123,223.51674,-1966.66594,421.71372,-59.19804,-527.64585,-90.85703,-107.05451,376.17199,-67.89181,2
2017.00409,-12.09743,-0.21114,208.93452,-1972.21181,422.71275,-59.36093,-529.23991,-91.11915,-107.40569,377.08485,-68.14893,2
2021.8997,-12.08311,-0.21089,195.03472,-1977.10406,423.24689,-59.45189,-530.82027,-91.27434,-107.69250,377.61023,-68.40367,2
2026.1513,-12.06821,-0.21063,181.83138,-1981.37337,423.6138,-59.51864,-532.25237,-91.39210,-107.93173,377.98975,-68.62672,2
2029.84226,-12.05847,-0.21046,169.32448,-1985.05159,424.06344,-59.58694,-533.42805,-91.50804,-108.12842,378.43156,-68.79792,2
2033.03564,-12.0579,-0.21045,157.50586,-1988.17942,424.70758,-59.69224,-534.28942,-91.67405,-108.32098,379.01205,-68.92426,2
2035.79509,-12.05904,-0.21047,146.36237,-1990.87195,425.3123,-59.77443,-534.99361,-91.79279,-108.43390,379.54201,-68.97590,2
2038.18353,-12.05675,-0.21043,135.88031,-1993.22559,425.72746,-59.82247,-535.66554,-91.86171,-108.51814,379.91478,-69.02853,2
2040.24375,-12.04816,-0.21028,126.04181,-1995.30147,425.87157,-59.85142,-536.35879,-91.90980,-108.63609,380.05661,-69.13941,2
2042.01759,-12.04529,-0.21023,116.82452,-1997.05978,426.13151,-59.89858,-536.86449,-91.97968,-108.74064,380.27820,-69.21243,2
2043.54812,-12.05045,-0.21032,108.20108,-1998.51708,426.63611,-59.95225,-537.13534,-92.04679,-108.77386,380.69355,-69.19283,2
2044.86833,-12.05503,-0.21040,100.14509,-1999.77359,427.07387,-59.99556,-537.36428,-92.09768,-108.78783,381.05128,-69.16089,2
2046.01046,-12.05847,-0.21046,92.63063,-2000.86514,427.43128,-60.03403,-537.57839,-92.14607,-108.80784,381.34655,-69.14282,2
2047.00103,-12.06133,-0.21051,85.63162,-2001.81034,427.74825,-60.07296,-537.76838,-92.19919,-108.83499,381.61368,-69.13426,2
2047.86538,-12.07107,-0.21068,79.11927,-2002.5866,428.25167,-60.12236,-537.81997,-92.26508,-108.82951,382.04247,-69.07860,2
2048.62102,-12.07337,-0.21072,73.06708,-2003.308,428.49167,-60.12143,-537.99334,-92.25726,-108.78298,382.26595,-69.02823,2
2049.27763,-12.07279,-0.21071,67.45007,-2003.95329,428.61408,-60.11055,-538.18672,-92.23894,-108.76325,382.38774,-69.01884,2
2049.86387,-12.06993,-0.21066,62.24176,-2004.54684,428.64187,-60.07548,-538.41572,-92.18621,-108.72276,382.43968,-69.01078,2
2050.38158,-12.06878,-0.21064,57.41711,-2005.06304,428.70368,-60.07256,-538.58963,-92.18734,-108.73765,382.51057,-69.03399,2
2050.84447,-12.07107,-0.21068,52.94999,-2005.49636,428.89088,-60.08756,-538.67023,-92.21192,-108.74339,382.68034,-69.02798,2
2051.25554,-12.06993,-0.21066,48.81699,-2005.90721,428.93537,-60.09264,-538.80327,-92.22450,-108.76767,382.72701,-69.05264,2
2051.62569,-12.07509,-0.21075,44.99542,-2006.23269,429.18337,-60.12966,-538.79693,-92.28205,-108.80214,382.93223,-69.05537,2
2051.96322,-12.07852,-0.21081,41.46326,-2006.5342,429.38744,-60.18144,-538.79636,-92.36718,-108.88674,383.09545,-69.10133,2
2052.27418,-12.08253,-0.21088,38.20050,-2006.81122,429.5789,-60.23055,-538.79007,-92.44774,-108.96822,383.24617,-69.14572,2
2052.56576,-12.08712,-0.21096,35.18809,-2007.05905,429.81411,-60.27873,-538.75818,-92.52570,-109.02775,383.43787,-69.16512,2
2052.83978,-12.08712,-0.21096,32.40848,-2007.33007,429.85714,-60.28659,-538.83794,-92.54488,-109.05674,383.48108,-69.19180,2
2053.09673,-12.08597,-0.21094,29.84539,-2007.58861,429.87692,-60.28465,-538.92993,-92.54888,-109.06923,383.50925,-69.21041,2
2053.33966,-12.09056,-0.21102,27.48187,-2007.79397,430.07808,-60.31916,-538.91478,-92.60744,-109.10542,383.68223,-69.22169,2
2053.56595,-12.08769,-0.21097,25.30311,-2008.03461,430.03504,-60.32405,-539.02595,-92.62556,-109.16064,383.65146,-69.28643,2
2053.78412,-12.07852,-0.21081,23.29651,-2008.31563,429.76452,-60.29132,-539.27397,-92.59093,-109.20560,383.44292,-69.38110,2
2053.99607,-12.0705,-0.21067,21.44910,-2008.58566,429.51543,-60.25145,-539.52022,-92.54448,-109.22425,383.25946,-69.45623,2
2054.19561,-12.05217,-0.21035,19.74928,-2008.91859,428.91221,-60.15079,-539.96160,-92.40143,-109.17658,382.78354,-69.51639,2
2054.37724,-12.043,-0.21019,18.18535,-2009.16518,428.62703,-60.09975,-540.20179,-92.32486,-109.13156,382.55372,-69.52718,2
2054.5407,-12.03326,-0.21002,16.74555,-2009.39468,428.33457,-60.05368,-540.43465,-92.25688,-109.10779,382.31479,-69.55703,2
2054.69212,-12.02467,-0.20987,15.42042,-2009.60679,428.06572,-59.98047,-540.65786,-92.14012,-109.01352,382.10159,-69.53158,2
2054.83303,-12.02352,-0.20985,14.19976,-2009.7563,428.04019,-59.92542,-540.74722,-92.04629,-108.89441,382.09393,-69.45881,2
2054.95839,-12.02065,-0.20980,13.07531,-2009.89934,427.97037,-59.88527,-540.85997,-91.98518,-108.83319,382.05493,-69.43820,2
2055.06845,-12.01779,-0.20975,12.03948,-2010.02917,427.8891,-59.86005,-540.97712,-91.95203,-108.80701,382.00975,-69.44278,2
2055.15912,-12.02123,-0.20981,11.08470,-2010.08871,428.04487,-59.88538,-540.94486,-91.99564,-108.82142,382.15191,-69.44031,2
2055.23105,-12.02638,-0.20990,10.20383,-2010.1234,428.22728,-59.92924,-540.88025,-92.06999,-108.87398,382.30851,-69.46134,2
2055.28674,-12.03039,-0.20997,9.39146,-2010.14636,428.38674,-59.95525,-540.81170,-92.11211,-108.90028,382.44030,-69.46629,2
2055.32945,-12.03441,-0.21004,8.64245,-2010.15711,428.54114,-59.98258,-540.73630,-92.15680,-108.93291,382.56599,-69.47466,2
2055.35551,-12.03555,-0.21006,7.95202,-2010.17425,428.58575,-59.99557,-540.70699,-92.17828,-108.96210,382.59574,-69.49092,2
2055.36529,-12.03842,-0.21011,7.31586,-2010.16544,428.67396,-60.00242,-540.62993,-92.18279,-108.97016,382.64894,-69.48496,2
2055.37115,-12.03956,-0.21013,6.72962,-2010.16059,428.72482,-60.01354,-540.56883,-92.19664,-109.00556,382.66951,-69.50681,2
2055.3808,-12.04128,-0.21016,6.18964,-2010.15749,428.78562,-60.00813,-540.50978,-92.17969,-108.98850,382.70277,-69.48406,2
2055.3894,-12.04071,-0.21015,5.69268,-2010.16917,428.77204,-59.98501,-540.50202,-92.13768,-108.95351,382.68277,-69.45991,2
2055.39501,-12.04586,-0.21024,5.23509,-2010.13557,428.95644,-59.98135,-540.39241,-92.12301,-108.90209,382.83282,-69.39757,2
2035.60352,-12.03383,-0.21003,5.75994,-1990.8686,424.41007,-59.11525,-535.42764,-90.77231,-107.26444,378.77414,-68.29643,2
1992.59332,-11.97826,-0.20906,16.16616,-1949.20757,413.54324,-56.93568,-525.08140,-87.35649,-103.00153,369.06785,-65.41637,2
1960.08175,-11.85851,-0.20697,29.69202,-1918.24987,402.78768,-53.76136,-518.59146,-82.33558,-96.64435,359.47885,-61.11816,2
1937.01915,-11.68948,-0.20402,41.32800,-1896.84582,392.4527,-49.94554,-515.32518,-76.30180,-88.85306,350.25996,-55.86397,2
1922.196,-11.49468,-0.20062,49.95074,-1883.64169,383.0554,-45.86786,-514.67771,-69.78530,-80.50300,341.94012,-50.22104,2
1914.69228,-11.31821,-0.19754,55.35594,-1877.45752,375.76563,-42.31471,-515.77846,-64.03933,-73.25440,335.64217,-45.34381,2
1912.76978,-11.18127,-0.19515,57.82449,-1876.46311,370.91032,-39.64927,-517.77273,-59.67800,-67.84490,331.59664,-41.72271,2
1914.81596,-11.10392,-0.19380,57.92241,-1878.96983,368.77162,-38.20688,-519.77028,-57.29729,-64.92873,329.88514,-39.78041,2
1919.63493,-11.07527,-0.19330,56.26469,-1883.88406,368.75348,-37.75135,-521.64200,-56.51963,-63.99677,329.97773,-39.16217,2
1926.31266,-11.08158,-0.19341,53.42220,-1890.39652,370.24513,-38.01750,-523.37377,-56.91480,-64.51648,331.34731,-39.51147,2
1934.15348,-11.11309,-0.19396,49.89922,-1897.88721,372.79192,-38.82487,-524.94936,-58.19423,-66.13295,333.60099,-40.59574,2
1942.64567,-11.1532,-0.19466,46.12081,-1905.95433,375.77959,-39.96278,-526.52823,-60.02571,-68.49242,336.23476,-42.21677,2
1951.39193,-11.20247,-0.19552,42.43318,-1914.21085,379.11384,-41.31523,-527.99624,-62.20824,-71.30353,339.15071,-44.14609,2
1960.11008,-11.25633,-0.19646,39.09956,-1922.40619,382.60421,-42.78306,-529.35534,-64.57864,-74.35428,342.18812,-46.23519,2
1968.59868,-11.31993,-0.19757,36.29380,-1930.30352,386.4053,-44.31532,-530.44766,-67.04008,-77.44680,345.47055,-48.30385,2
1976.71459,-11.39785,-0.19893,34.09523,-1937.72905,390.64906,-45.91423,-531.13918,-69.59486,-80.53472,349.09839,-50.29632,2
1984.37245,-11.48207,-0.20040,32.49435,-1944.65939,395.01121,-47.51526,-531.58662,-72.14745,-83.55298,352.81013,-52.20443,2
1991.52889,-11.56057,-0.20177,31.41450,-1951.12891,399.10312,-49.03782,-532.00629,-74.58264,-86.45648,356.30207,-54.06036,2
1998.15232,-11.62474,-0.20289,30.74013,-1957.16688,402.62947,-50.44946,-532.54234,-76.85489,-89.24694,359.32429,-55.89796,2
2004.23306,-11.68204,-0.20389,30.34067,-1962.71899,405.81316,-51.75095,-533.06296,-78.95075,-91.83978,362.05465,-57.61487,2
2009.77915,-11.73589,-0.20483,30.09069,-1967.76622,408.78885,-52.95990,-533.49316,-80.89565,-94.23330,364.60069,-59.19176,2
2014.81281,-11.78001,-0.20560,29.89150,-1972.37684,411.33955,-54.05186,-533.96474,-82.65784,-96.44100,366.78800,-60.66852,2
2019.35735,-11.82585,-0.20640,29.66996,-1976.49802,413.83534,-55.05929,-534.27598,-84.27396,-98.41478,368.91605,-61.95475,2
2023.44623,-11.86596,-0.20710,29.37554,-1980.20819,416.0651,-55.96878,-534.56716,-85.73634,-100.21403,370.82130,-63.13691,2
2027.11213,-11.90033,-0.20770,28.98334,-1983.54361,418.01712,-56.79121,-534.86098,-87.06418,-101.86037,372.49550,-64.23040,2
2030.38594,-11.93299,-0.20827,28.48149,-1986.51077,419.81186,-57.53536,-535.09516,-88.26439,-103.34025,374.03347,-65.20836,2
2033.29702,-11.96049,-0.20875,27.86914,-1989.15597,421.37308,-58.20578,-535.31555,-89.34658,-104.68683,375.36733,-66.10395,2
2035.88796,-11.9857,-0.20919,27.15307,-1991.5036,422.79214,-58.80659,-535.50705,-90.31625,-105.87205,376.58520,-66.88345,2
2038.18358,-12.01263,-0.20966,26.34442,-1993.5527,424.19327,-59.35671,-535.59329,-91.19824,-106.91280,377.77925,-67.54456,2
2040.21244,-12.03269,-0.21001,25.45706,-1995.38499,425.32993,-59.81780,-535.72212,-91.93743,-107.81792,378.74937,-68.13609,2
2042.00553,-12.05389,-0.21038,24.50628,-1996.98083,426.4436,-60.23253,-535.77667,-92.59859,-108.60489,379.69828,-68.63604,2
2043.59006,-12.06706,-0.21061,23.50758,-1998.43234,427.23357,-60.56222,-535.94475,-93.13134,-109.28426,380.38788,-69.09818,2
2044.98565,-12.08139,-0.21086,22.47564,-1999.69044,428.02389,-60.87224,-536.04076,-93.63203,-109.90609,381.07422,-69.51360,2
2046.21159,-12.10316,-0.21124,21.42262,-2000.7259,429.0428,-61.18012,-535.93799,-94.11621,-110.42471,381.93823,-69.80845,2
2047.28884,-12.12092,-0.21155,20.36010,-2001.64972,429.87204,-61.43443,-535.88851,-94.51696,-110.86654,382.64598,-70.06892,2
2048.23865,-12.13582,-0.21181,19.29961,-2002.46526,430.59781,-61.65730,-535.85790,-94.86922,-111.24716,383.27189,-70.29149,2
2049.08262,-12.14441,-0.21196,18.25088,-2003.22443,431.08174,-61.82234,-535.93923,-95.13532,-111.55381,383.70941,-70.48958,2
2049.84116,-12.15759,-0.21219,17.22227,-2003.86542,431.70841,-61.97868,-535.90889,-95.37684,-111.77219,384.25856,-70.59553,2
2050.5274,-12.17306,-0.21246,16.22090,-2004.42326,432.37715,-62.12247,-535.81670,-95.59115,-111.94550,384.82877,-70.66496,2
2051.1236,-12.18739,-0.21271,15.25180,-2004.8957,433.01413,-62.25689,-535.70684,-95.79230,-112.10253,385.37176,-70.72277,2
2051.61304,-12.20286,-0.21298,14.31641,-2005.25597,433.66412,-62.39861,-535.53158,-96.00421,-112.26840,385.91249,-70.77804,2
2052.0163,-12.21947,-0.21327,13.41652,-2005.52518,434.32665,-62.54892,-535.31248,-96.23086,-112.44417,386.45926,-70.83472,2
2052.34744,-12.23208,-0.21349,12.55375,-2005.7556,434.82696,-62.67777,-535.15398,-96.42865,-112.61966,386.87139,-70.91138,2
2052.62119,-12.24067,-0.21364,11.72845,-2005.95552,435.19673,-62.77490,-535.04872,-96.58010,-112.76578,387.18002,-70.98475,2
2052.85503,-12.25156,-0.21383,10.94270,-2006.10129,435.62756,-62.83639,-534.90786,-96.66898,-112.80796,387.55022,-70.97177,2
2053.04901,-12.25671,-0.21392,10.19671,-2006.25019,435.85593,-62.84540,-534.86772,-96.67430,-112.78135,387.75580,-70.93072,2
2053.20545,-12.25557,-0.21390,9.48829,-2006.41264,435.84505,-62.84482,-534.94204,-96.67368,-112.80244,387.75997,-70.95463,2
2053.33794,-12.25499,-0.21389,8.81696,-2006.54736,435.84905,-62.83225,-535.00362,-96.65390,-112.79650,387.78145,-70.95862,2
2053.44438,-12.25499,-0.21389,8.18277,-2006.64957,435.87994,-62.82100,-535.03173,-96.63228,-112.77785,387.81712,-70.94450,2
2053.53113,-12.25557,-0.21390,7.58611,-2006.73395,435.90018,-62.82173,-535.05618,-96.63224,-112.78189,387.84131,-70.94537,2
2053.59932,-12.25729,-0.21393,7.02586,-2006.78589,435.98227,-62.84161,-535.03005,-96.66129,-112.81098,387.90880,-70.95505,2
2053.65191,-12.27046,-0.21416,6.50360,-2006.73502,436.46389,-62.91083,-534.75886,-96.75413,-112.83120,388.29093,-70.90114,2
2053.6912,-12.28307,-0.21438,6.01965,-2006.6784,436.90885,-62.98200,-534.49574,-96.85280,-112.88408,388.63861,-70.88323,2
2053.72112,-12.28994,-0.21450,5.57194,-2006.65434,437.15992,-63.03580,-534.33922,-96.93115,-112.95557,388.82855,-70.90591,2
2053.74552,-12.29224,-0.21454,5.15515,-2006.66225,437.23823,-63.07223,-534.28533,-96.98950,-113.03988,388.88178,-70.96350,2
2053.77468,-12.29166,-0.21453,4.76629,-2006.69473,437.22612,-63.07155,-534.30774,-96.99000,-113.05629,388.87768,-70.98286,2
2053.80201,-12.28708,-0.21445,4.40190,-2006.75606,437.07298,-63.03558,-534.41732,-96.93734,-113.03709,388.76571,-70.99732,2
2053.826,-12.28364,-0.21439,4.06114,-2006.80766,436.94879,-63.00243,-534.51310,-96.88861,-113.01188,388.67924,-71.00276,2
2053.83844,-12.27849,-0.21430,3.74399,-2006.85677,436.7817,-62.96030,-534.61580,-96.82243,-112.97584,388.54855,-71.00147,2
2053.84221,-12.26875,-0.21413,3.44917,-2006.93657,436.43261,-62.88739,-534.81504,-96.71163,-112.93829,388.26841,-71.02940,2
2053.84192,-12.25213,-0.21384,3.17851,-2007.0641,435.84435,-62.78342,-535.15602,-96.56022,-112.90402,387.79968,-71.09425,2
2053.83425,-12.23723,-0.21358,2.93642,-2007.16789,435.32997,-62.69170,-535.44936,-96.42648,-112.87593,387.38868,-71.15343,2
2053.81622,-12.22463,-0.21336,2.72271,-2007.24666,434.88149,-62.61616,-535.69114,-96.31561,-112.85948,387.02351,-71.20757,2
2053.79074,-12.21431,-0.21318,2.53388,-2007.29879,434.52038,-62.55455,-535.87269,-96.22219,-112.84211,386.72337,-71.24558,2
2053.7662,-12.20687,-0.21305,2.36781,-2007.33308,434.24594,-62.50122,-536.01085,-96.13941,-112.81409,386.49710,-71.26447,2
2053.74752,-12.1977,-0.21289,2.22191,-2007.38171,433.93263,-62.44741,-536.18928,-96.06088,-112.78455,386.24959,-71.28597,2
2053.73239,-12.19541,-0.21285,2.09174,-2007.38648,433.83895,-62.43663,-536.25076,-96.04848,-112.78041,386.18319,-71.29489,2
2053.71792,-12.19713,-0.21288,1.96260,-2007.35892,433.89798,-62.45742,-536.22716,-96.08314,-112.78994,386.23936,-71.28815,2
2053.70111,-12.19942,-0.21292,1.82936,-2007.32644,433.96864,-62.46281,-536.19118,-96.08609,-112.75001,386.30034,-71.23754,2
2053.68134,-12.19655,-0.21287,1.70205,-2007.3279,433.86834,-62.43425,-536.24548,-96.03641,-112.68962,386.21876,-71.19605,2
2053.66215,-12.19713,-0.21288,1.58421,-2007.30302,433.89263,-62.41430,-536.22788,-95.99568,-112.61594,386.23780,-71.12981,2
2053.64604,-12.20286,-0.21298,1.46618,-2007.24566,434.08167,-62.44318,-536.12201,-96.03557,-112.60375,386.39302,-71.08783,2
2053.62576,-12.20687,-0.21305,1.35057,-2007.19451,434.22221,-62.47934,-536.03248,-96.09019,-112.63142,386.50296,-71.08386,2
2053.60029,-12.20858,-0.21308,1.24243,-2007.15637,434.2781,-62.51541,-535.97831,-96.14619,-112.68191,386.53604,-71.10509,2
2053.58075,-12.20687,-0.21305,1.14287,-2007.15151,434.20813,-62.51816,-536.00921,-96.15297,-112.69678,386.47690,-71.12014,2
2053.57053,-12.20056,-0.21294,1.05341,-2007.19004,433.98162,-62.46146,-536.15038,-96.06441,-112.61893,386.30428,-71.08875,2
2053.56953,-12.18853,-0.21273,0.98263,-2007.27726,433.57329,-62.36190,-536.41568,-95.91507,-112.51171,385.99881,-71.06951,2
2053.56635,-12.17707,-0.21253,0.95081,-2007.36374,433.15768,-62.26747,-536.67678,-95.77306,-112.42002,385.68169,-71.06131,2
2053.55839,-12.17306,-0.21246,0.93790,-2007.38266,433.03227,-62.21568,-536.75528,-95.68769,-112.33401,385.58857,-71.01246,2
2053.5502,-12.16733,-0.21236,0.92844,-2007.42098,432.81571,-62.15403,-536.88332,-95.58889,-112.25196,385.41990,-70.97837,2
2053.54343,-12.15816,-0.21220,0.93872,-2007.48307,432.49549,-62.08775,-537.07092,-95.48768,-112.19626,385.16637,-70.98105,2
2053.53173,-12.1553,-0.21215,0.95510,-2007.49296,432.394,-62.06297,-537.11764,-95.44504,-112.16757,385.07850,-70.97097,2
2053.52429,-12.15243,-0.21210,0.95887,-2007.50812,432.28827,-62.03649,-537.17347,-95.40066,-112.13882,384.99108,-70.96359,2
2053.51831,-12.15072,-0.21207,0.95147,-2007.51311,432.23672,-62.02941,-537.19944,-95.38829,-112.13856,384.94731,-70.97032,2
2053.51246,-12.15759,-0.21219,0.91483,-2007.45679,432.47044,-62.04494,-537.05767,-95.40073,-112.11015,385.13197,-70.91949,2
2053.50735,-12.16561,-0.21233,0.85306,-2007.39189,432.74732,-62.06523,-536.88846,-95.41821,-112.07295,385.34941,-70.85237,2
2053.50614,-12.17593,-0.21251,0.78539,-2007.31158,433.11394,-62.09067,-536.67166,-95.44025,-112.01597,385.64134,-70.75689,2
2053.51096,-12.18509,-0.21267,0.73361,-2007.24601,433.44057,-62.10605,-536.48707,-95.44913,-111.95509,385.90693,-70.66817,2
2053.51553,-12.18681,-0.21270,0.70032,-2007.23749,433.50165,-62.09296,-536.44999,-95.42189,-111.91644,385.95482,-70.63530,2
2053.5242,-12.18166,-0.21261,0.65744,-2007.2844,433.32549,-62.05417,-536.55604,-95.36318,-111.89353,385.81491,-70.64860,2
2053.53758,-12.17077,-0.21242,0.60608,-2007.38113,432.9406,-61.97630,-536.78899,-95.24828,-111.85244,385.51184,-70.68113,2
2053.55082,-12.16046,-0.21224,0.57262,-2007.47072,432.5879,-61.90677,-536.99792,-95.14599,-111.82262,385.23163,-70.71697,2
2053.56934,-12.15129,-0.21208,0.57997,-2007.55833,432.26909,-61.83686,-537.19432,-95.04408,-111.78449,384.98406,-70.74421,2
2053.59761,-12.15358,-0.21212,0.58688,-2007.5713,432.3432,-61.80627,-537.18061,-94.99450,-111.71810,385.06305,-70.69925,2
2053.64284,-12.16046,-0.21224,0.55990,-2007.56312,432.59593,-61.79150,-537.07381,-94.96139,-111.61831,385.28647,-70.59871,2
2053.72935,-12.17192,-0.21244,0.51717,-2007.56195,433.01187,-61.80056,-536.88547,-94.95605,-111.50796,385.63260,-70.46692,2
2053.85676,-12.18452,-0.21266,0.50855,-2007.591,433.48122,-61.82520,-536.68032,-94.96987,-111.40778,386.01421,-70.33840,2
2054.01624,-12.18624,-0.21269,0.52960,-2007.73446,433.57242,-61.80579,-536.70896,-94.92314,-111.32434,386.08987,-70.28143,2
2054.19784,-12.18337,-0.21264,0.53278,-2007.93188,433.51859,-61.77090,-536.82703,-94.85098,-111.24238,386.04233,-70.24583,2
2054.40388,-12.1702,-0.21241,0.50859,-2008.23272,433.10119,-61.70387,-537.16841,-94.73947,-111.19391,385.70241,-70.28685,2
2054.63209,-12.1616,-0.21226,0.50348,-2008.521,432.84691,-61.66127,-537.42753,-94.66148,-111.15351,385.49561,-70.31330,2
2054.87498,-12.15358,-0.21212,0.55276,-2008.81984,432.61301,-61.61265,-537.69175,-94.57469,-111.10651,385.31379,-70.34091,2
2055.10793,-12.14327,-0.21194,0.63953,-2009.12521,432.30141,-61.53563,-537.99815,-94.44261,-111.01066,385.07194,-70.33906,2
2055.31718,-12.13181,-0.21174,0.74819,-2009.41581,431.94538,-61.46082,-538.31951,-94.31714,-110.92330,384.79309,-70.34397,2
2055.50694,-12.12493,-0.21162,0.85092,-2009.65093,431.75447,-61.40278,-538.54688,-94.21765,-110.82974,384.65560,-70.32409,2
2055.67717,-12.11978,-0.21153,0.93427,-2009.85979,431.59271,-61.34376,-538.75723,-94.11940,-110.72880,384.54863,-70.29586,2
2055.82504,-12.11118,-0.21138,1.00439,-2010.06634,431.33501,-61.26126,-539.01922,-93.99141,-110.62133,384.37200,-70.28287,2
2055.94358,-12.10488,-0.21127,1.06096,-2010.22952,431.1395,-61.19312,-539.22930,-93.88939,-110.53607,384.24545,-70.27644,2
2056.03654,-12.10373,-0.21125,1.09296,-2010.32889,431.11947,-61.16177,-539.32042,-93.84349,-110.46983,384.25589,-70.24970,2
2056.1149,-12.10545,-0.21128,1.09526,-2010.39348,431.19203,-61.14817,-539.35221,-93.82525,-110.41234,384.34170,-70.21270,2
2056.17172,-12.11004,-0.21136,1.07286,-2010.41446,431.3651,-61.15283,-539.30055,-93.83406,-110.38072,384.49924,-70.18204,2
2056.20874,-12.1215,-0.21156,1.02609,-2010.36284,431.78192,-61.19819,-539.09283,-93.90245,-110.36597,384.84882,-70.12500,2
2056.23624,-12.13238,-0.21175,0.96968,-2010.31089,432.15461,-61.22862,-538.90833,-93.94885,-110.32822,385.16633,-70.05446,2
